node_id,Ocean,Host_Sci_Name,type,genetic,host_tol
372,Pacific,Lobophyllia corymbosa,0,Mussidae,0.572
373,Indian,Lobophyllia hemprichii,0,Mussidae,0.496
374,Indian,Lobophyllia hemprichii,0,Mussidae,0.496
375,Pacific,Lobophyllia hemprichii,0,Mussidae,0.496
376,Indian,Lobophyllia hemprichii,0,Mussidae,0.496
377,Pacific,Lobophyllia robusta,0,Mussidae,0.960
378,Pacific,Lobophyllia sp.,0,Mussidae,0.601
379,Indian,Lobophyllia sp.,0,Mussidae,0.601
380,Caribbean,Madracis carmabi,0,Pocilloporidae,0.894
381,Caribbean,Madracis decactis,0,Pocilloporidae,0.973
382,Caribbean,Madracis decactis,0,Pocilloporidae,0.973
383,Caribbean,Madracis decactis,0,Pocilloporidae,0.973
384,Caribbean,Madracis formosa,0,Pocilloporidae,0.973
385,Caribbean,Madracis formosa,0,Pocilloporidae,0.973
386,Caribbean,Madracis formosa,0,Pocilloporidae,0.973
387,Caribbean,Madracis mirabilis,0,Pocilloporidae,0.940
388,Caribbean,Madracis mirabilis,0,Pocilloporidae,0.940
389,Caribbean,Madracis pharensis,0,Pocilloporidae,0.973
390,Caribbean,Madracis pharensis,0,Pocilloporidae,0.973
391,Caribbean,Madracis senaria,0,Pocilloporidae,0.973
392,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
393,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
394,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
395,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
396,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
397,Caribbean,Manicina areolata,0,Faviidae,0.973
398,Caribbean,Manicina sp.,0,Faviidae,0.973
399,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
400,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
401,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
402,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
403,Pacific,Merulina ampliata,0,Merulinidae,0.414
404,Indian,Merulina ampliata,0,Merulinidae,0.414
405,Indian,Merulina ampliata,0,Merulinidae,0.414
406,Pacific,Merulina scabricula,0,Merulinidae,0.909
407,Indian,Merulina scabricula,0,Merulinidae,0.909
408,Caribbean,Montastraea annularis,0,Faviidae,0.811
409,Caribbean,Montastraea annularis,0,Faviidae,0.811
410,Caribbean,Montastraea annularis,0,Faviidae,0.811
411,Caribbean,Montastraea annularis,0,Faviidae,0.811
412,Caribbean,Montastraea annularis,0,Faviidae,0.811
413,Pacific,Montastraea annuligera,0,Faviidae,0.724
414,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
415,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
416,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
417,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
418,Indian,Montastraea curta,0,Faviidae,0.851
419,Pacific,Montastraea curta,0,Faviidae,0.851
420,Caribbean,Montastraea faveolata,0,Faviidae,0.780
421,Caribbean,Montastraea faveolata,0,Faviidae,0.780
422,Caribbean,Montastraea faveolata,0,Faviidae,0.780
423,Caribbean,Montastraea faveolata,0,Faviidae,0.780
424,Caribbean,Montastraea faveolata,0,Faviidae,0.780
425,Caribbean,Montastraea faveolata,0,Faviidae,0.780
426,Caribbean,Montastraea franksi,0,Faviidae,0.826
427,Caribbean,Montastraea franksi,0,Faviidae,0.826
428,Caribbean,Montastraea franksi,0,Faviidae,0.826
429,Caribbean,Montastraea franksi,0,Faviidae,0.826
430,Caribbean,Montastraea franksi,0,Faviidae,0.826
431,Indian,Montastraea magonistercasa,0,Faviidae,0.786
432,Caribbean,Montastraea sp.,0,Faviidae,0.791
433,Caribbean,Montastraea sp.,0,Faviidae,0.791
434,Indian,Montastraea valenciennesi,0,Faviidae,0.762
435,Pacific,Montastraea valenciennesi,0,Faviidae,0.762
436,Indian,Montipora aequituberculata,0,Acroporidae,0.844
437,Pacific,Montipora aequituberculata,0,Acroporidae,0.844
438,Indian,Montipora angulata,0,Acroporidae,0.664
439,Indian,Montipora caliculata,0,Acroporidae,0.602
440,Pacific,Montipora capitata,0,Acroporidae,0.863
441,Pacific,Montipora capitata,0,Acroporidae,0.863
442,Pacific,Montipora danae,0,Acroporidae,0.274
443,Indian,Montipora digitata,0,Acroporidae,0.815
444,Pacific,Montipora digitata,0,Acroporidae,0.815
445,Pacific,Montipora digitata,0,Acroporidae,0.815
446,Indian,Montipora efflorescens,0,Acroporidae,0.731
447,Pacific,Montipora efflorescens,0,Acroporidae,0.731
448,Pacific,Montipora faveolata,0,Acroporidae,0.701
449,Pacific,Montipora flabellata,0,Acroporidae,0.615
450,Pacific,Montipora foliosa,0,Acroporidae,0.806
451,Pacific,Montipora grisea,0,Acroporidae,0.714
452,Indian,Montipora hispida,0,Acroporidae,0.384
453,Indian,Montipora mollis,0,Acroporidae,0.475
454,Indian,Montipora mollis,0,Acroporidae,0.475
455,Pacific,Montipora mollis,0,Acroporidae,0.475
456,Pacific,Montipora monasteriata,0,Acroporidae,0.686
457,Indian,Montipora monasteriata,0,Acroporidae,0.686
458,Pacific,Montipora patula,0,Acroporidae,0.863
459,Pacific,Montipora patula,0,Acroporidae,0.863
460,Indian,Montipora peltiformis,0,Acroporidae,0.547
461,Indian,Montipora sp.,0,Acroporidae,0.652
462,Pacific,Montipora sp.,0,Acroporidae,0.652
463,Indian,Montipora sp.,0,Acroporidae,0.652
464,Pacific,Montipora sp.,0,Acroporidae,0.652
465,Pacific,Montipora stellata,0,Acroporidae,0.699
466,Indian,Montipora tuberculosa,0,Acroporidae,0.706
467,Indian,Montipora tuberculosa,0,Acroporidae,0.706
468,Pacific,Montipora turtlensis,0,Acroporidae,0.656
469,Indian,Montipora undata,0,Acroporidae,0.566
470,Pacific,Montipora venosa,0,Acroporidae,0.836
471,Pacific,Montipora verrucosa,0,Acroporidae,0.973
472,Indian,Montipora verrucosa,0,Acroporidae,0.973
473,Caribbean,Mussa angulosa,0,Mussidae,0.890
474,Caribbean,Mussa angulosa,0,Mussidae,0.890
475,Caribbean,Mussa sp.,0,Mussidae,0.890
476,Caribbean,Mussa sp.,0,Mussidae,0.890
477,Indian,Mycedium alcicornis,0,Pectiniidae,0.844
478,Pacific,Mycedium elephantotus,0,Pectiniidae,0.862
479,Indian,Mycedium elephantotus,0,Pectiniidae,0.862
480,Indian,Mycedium elephantotus,0,Pectiniidae,0.862
481,Indian,Mycedium lactuca,0,Pectiniidae,0.892
482,Indian,Mycedium paeonia,0,Pectiniidae,0.936
483,Indian,Mycedium sp.,0,Pectiniidae,0.894
484,Caribbean,Mycetophyllia aliciae,0,Mussidae,0.890
485,Caribbean,Mycetophyllia daniana,0,Mussidae,0.890
486,Caribbean,Mycetophyllia ferox,0,Mussidae,0.890
487,Caribbean,Mycetophyllia ferox,0,Mussidae,0.890
488,Caribbean,Mycetophyllia lamarckiana,0,Mussidae,0.890
489,Caribbean,Mycetophyllia reesi,0,Mussidae,0.973
490,Caribbean,Mycetophyllia sp.,0,Mussidae,0.907
491,Caribbean,Mycetophyllia sp.,0,Mussidae,0.907
492,Caribbean,Mycetophyllia sp.,0,Mussidae,0.907
493,Indian,Oulastrea sp.,0,Faviidae,0.990
494,Indian,Oulophyllia crispa,0,Faviidae,0.776
495,Pacific,Oulophyllia crispa,0,Faviidae,0.776
496,Pacific,Oxypora acera,0,Pectiniidae,0.953
497,Pacific,Oxypora glabra,0,Pectiniidae,0.953
498,Indian,Oxypora lacera,0,Pectiniidae,0.931
499,Indian,Oxypora lacera,0,Pectiniidae,0.931
500,Pacific,Oxypora lacera,0,Pectiniidae,0.931
501,Indian,Oxypora sp.,0,Pectiniidae,0.953
502,Pacific,Pachyseris rugosa,0,Agariciidae,0.783
503,Indian,Pachyseris rugosa,0,Agariciidae,0.783
504,Indian,Pachyseris rugosa,0,Agariciidae,0.783
505,Pacific,Pachyseris rugosa,0,Agariciidae,0.783
506,Indian,Pachyseris sp.,0,Agariciidae,0.668
507,Indian,Pachyseris sp.,0,Agariciidae,0.668
508,Pacific,Pachyseris speciosa,0,Agariciidae,0.607
509,Pacific,Pachyseris speciosa,0,Agariciidae,0.607
510,Indian,Pachyseris speciosa,0,Agariciidae,0.607
511,Indian,Pachyseris speciosa,0,Agariciidae,0.607
512,Pacific,Palauastrea ramosa,0,Astrocoeniidae,0.945
513,Pacific,Pavona clavus,0,Agariciidae,0.685
514,Indian,Pavona decussata,0,Agariciidae,0.946
515,Pacific,Pavona duerdeni,0,Agariciidae,0.524
516,Pacific,Pavona duerdeni,0,Agariciidae,0.524
517,Indian,Pavona duerdeni,0,Agariciidae,0.524
518,Pacific,Pavona explanulata,0,Agariciidae,0.966
519,Indian,Pavona explanulata,0,Agariciidae,0.966
520,Indian,Pavona explanulata,0,Agariciidae,0.966
521,Pacific,Pavona gigantea,0,Agariciidae,0.631
522,Indian,Pavona maldivensis,0,Agariciidae,0.961
523,Pacific,Pavona maldivensis,0,Agariciidae,0.961
524,Indian,Pavona minuta,0,Agariciidae,0.368
525,Indian,Pavona varians,0,Agariciidae,0.762
526,Pacific,Pavona varians,0,Agariciidae,0.762
527,Pacific,Pavona varians,0,Agariciidae,0.762
528,Pacific,Pavona varians,0,Agariciidae,0.762
529,Indian,Pavona varians,0,Agariciidae,0.762
530,Pacific,Pavona varians,0,Agariciidae,0.762
531,Indian,Pavona venosa,0,Agariciidae,0.860
532,Indian,Pectinia africanus,0,Pectiniidae,0.569
533,Pacific,Pectinia alcicornis,0,Pectiniidae,0.963
534,Pacific,Pectinia lactuca,0,Pectiniidae,0.312
535,Pacific,Pectinia paeonia,0,Pectiniidae,0.548
536,Indian,Physogyra lichtensteini,0,Caryophylliidae,0.285
537,Indian,Physogyra lichtensteini,0,Caryophylliidae,0.285
538,Indian,Platygyra contorta,0,Faviidae,0.488
539,Indian,Platygyra daedalea,0,Faviidae,0.546
540,Indian,Platygyra daedalea,0,Faviidae,0.546
541,Pacific,Platygyra daedalea,0,Faviidae,0.546
542,Indian,Platygyra deformis,0,Faviidae,0.581
543,Indian,Platygyra lamellina,0,Faviidae,0.604
544,Pacific,Platygyra lamellina,0,Faviidae,0.604
545,Indian,Platygyra limax,0,Fungiidae,0.620
546,Indian,Platygyra limax,0,Fungiidae,0.620
547,Indian,Platygyra pini,0,Faviidae,0.617
548,Pacific,Platygyra pini,0,Faviidae,0.617
549,Pacific,Platygyra ryukyuensis,0,Faviidae,0.857
550,Indian,Platygyra sinensis,0,Faviidae,0.600
551,Indian,Platygyra sinensis,0,Faviidae,0.600
552,Indian,Platygyra sp.,0,Faviidae,0.644
553,Pacific,Platygyra sp.,0,Faviidae,0.644
554,Indian,Platygyra verweyi,0,Faviidae,0.651
555,Pacific,Plerogyra sinuosa,0,Caryophylliidae,0.285
556,Indian,Plerogyra sinuosa,0,Caryophylliidae,0.285
557,Indian,Plerogyra sinuosa,0,Caryophylliidae,0.285
558,Indian,Plesiastrea versipora,0,Faviidae,0.990
559,Indian,Plesiastrea versipora,0,Faviidae,0.990
560,Pacific,Plesiastrea versipora,0,Faviidae,0.990
561,Pacific,Pocillopora capitata,0,Pocilloporidae,0.649
562,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
563,Indian,Pocillopora damicornis,0,Pocilloporidae,0.577
564,Indian,Pocillopora damicornis,0,Pocilloporidae,0.577
565,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
566,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
567,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
568,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
569,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
570,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
571,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
572,Indian,Pocillopora damicornis,0,Pocilloporidae,0.577
573,Pacific,Pocillopora damicornis,0,Pocilloporidae,0.577
574,Indian,Pocillopora eleganms,0,Pocilloporidae,0.690
575,Pacific,Pocillopora eydouxi,0,Pocilloporidae,0.782
576,Indian,Pocillopora eydouxi,0,Pocilloporidae,0.782
577,Indian,Pocillopora eydouxi,0,Pocilloporidae,0.782
578,Pacific,Pocillopora eydouxi,0,Pocilloporidae,0.782
579,Pacific,Pocillopora eydouxi,0,Pocilloporidae,0.782
580,Pacific,Pocillopora eydouxi,0,Pocilloporidae,0.782
581,Pacific,Pocillopora eydouxi,0,Pocilloporidae,0.782
582,Pacific,Pocillopora ligulata,0,Pocilloporidae,0.617
583,Pacific,Pocillopora meandrina,0,Pocilloporidae,0.672
584,Indian,Pocillopora meandrina,0,Pocilloporidae,0.672
585,Pacific,Pocillopora meandrina,0,Pocilloporidae,0.672
586,Pacific,Pocillopora meandrina,0,Pocilloporidae,0.672
587,Pacific,Pocillopora meandrina,0,Pocilloporidae,0.672
588,Pacific,Pocillopora molokensis,0,Pocilloporidae,0.463
589,Indian,Pocillopora sp.,0,Pocilloporidae,0.646
590,Pacific,Pocillopora sp.,0,Pocilloporidae,0.646
591,Pacific,Pocillopora sp.,0,Pocilloporidae,0.646
592,Indian,Pocillopora verrucosa,0,Pocilloporidae,0.742
593,Indian,Pocillopora verrucosa,0,Pocilloporidae,0.742
594,Pacific,Pocillopora verrucosa,0,Pocilloporidae,0.742
595,Pacific,Pocillopora verrucosa,0,Pocilloporidae,0.742
596,Indian,Podabacia crustacea,0,Fungiidae,0.946
597,Pacific,Podabacia crustacea,0,Fungiidae,0.946
598,Indian,Podabacia crustacea,0,Fungiidae,0.946
599,Pacific,Polyphyllia talpina,0,Fungiidae,0.835
600,Indian,Polyphyllia talpina,0,Fungiidae,0.835
601,Pacific,Porites annae,0,Poritidae,0.944
602,Caribbean,Porites astreoides,0,Poritidae,0.840
603,Caribbean,Porites astreoides,0,Poritidae,0.840
604,Caribbean,Porites astreoides,0,Poritidae,0.840
605,Caribbean,Porites astreoides,0,Poritidae,0.840
606,Caribbean,Porites astreoides,0,Poritidae,0.840
607,Caribbean,Porites astreoides,0,Poritidae,0.840
608,Pacific,Porites brighami,0,Poritidae,0.825
609,Caribbean,Porites colonensis,0,Poritidae,0.973
610,Pacific,Porites compressa,0,Poritidae,0.663
611,Indian,Porites cylindrica,0,Poritidae,0.711
612,Indian,Porites cylindrica,0,Poritidae,0.711
613,Pacific,Porites cylindrica,0,Poritidae,0.711
614,Pacific,Porites cylindrica,0,Poritidae,0.711
615,Pacific,Porites cylindrica,0,Poritidae,0.711
616,Caribbean,Porites divaricata,0,Poritidae,0.973
617,Caribbean,Porites divaricata,0,Poritidae,0.973
618,Caribbean,Porites divaricata,0,Poritidae,0.973
619,Caribbean,Porites divaricata,0,Poritidae,0.973
620,Caribbean,Porites furcata,0,Poritidae,0.698
621,Pacific,Porites lichen,0,Poritidae,0.842
622,Pacific,Porites lichen,0,Poritidae,0.842
623,Indian,Porites lobata,0,Poritidae,0.642
624,Indian,Porites lobata,0,Poritidae,0.642
625,Pacific,Porites lobata,0,Poritidae,0.642
626,Pacific,Porites lobata,0,Poritidae,0.642
627,Pacific,Porites lobata,0,Poritidae,0.642
628,Indian,Porites lutea,0,Poritidae,0.754
629,Indian,Porites lutea,0,Poritidae,0.754
630,Pacific,Porites lutea,0,Poritidae,0.754
631,Pacific,Porites lutea/evermanni,0,Poritidae,0.945
632,Pacific,Porites lutea/evermanni,0,Poritidae,0.945
633,Pacific,Porites massive,0,Poritidae,0.727
634,Pacific,Porites mayeri,0,Poritidae,0.883
635,Indian,Porites nigrescens,0,Poritidae,0.587
636,Pacific,Porites nigrescens,0,Poritidae,0.587
637,Pacific,Porites panamensis,0,Poritidae,0.724
638,Caribbean,Porites porites,0,Poritidae,0.802
639,Caribbean,Porites porites,0,Poritidae,0.802
640,Caribbean,Porites porites,0,Poritidae,0.802
641,Caribbean,Porites porites,0,Poritidae,0.802
642,Indian,Porites profundus,0,Poritidae,0.744
643,Indian,Porites rus,0,Poritidae,0.927
644,Indian,Porites rus,0,Poritidae,0.927
645,Pacific,Porites rus,0,Poritidae,0.927
646,Pacific,Porites rus,0,Poritidae,0.927
647,Pacific,Porites silimaniana,0,Poritidae,0.643
648,Indian,Porites sp.,0,Poritidae,0.695
649,Caribbean,Porites sp.,0,Poritidae,0.695
650,Indian,Porites sp.,0,Poritidae,0.695
651,Pacific,Porites sp.,0,Poritidae,0.695
652,Pacific,Porites sp.,0,Poritidae,0.695
653,Pacific,Porites sp.,0,Poritidae,0.695
654,Indian,Porites stephensoni,0,Poritidae,0.990
655,Pacific,Porites vaughani,0,Poritidae,0.760
656,Pacific,Psammocora brighami,0,Siderastreidae,0.509
657,Pacific,Psammocora cartigua,0,Siderastreidae,0.716
658,Indian,Psammocora contigua,0,Siderastreidae,0.716
659,Pacific,Psammocora contigua,0,Siderastreidae,0.716
660,Pacific,Psammocora digitata,0,Siderastreidae,0.586
661,Indian,Psammocora digitata,0,Siderastreidae,0.586
662,Indian,Psammocora haimeana,0,Siderastreidae,0.572
663,Indian,Psammocora profundacella,0,Siderastreidae,0.567
664,Indian,Psammocora profundacella,0,Siderastreidae,0.567
665,Pacific,Psammocora profundacella,0,Siderastreidae,0.567
666,Pacific,Psammocora profundacella,0,Siderastreidae,0.567
667,Pacific,Psammocora sp.,0,Siderastreidae,0.620
668,Pacific,Psammocora sp.,0,Siderastreidae,0.620
669,Pacific,Psammocora sp.,0,Siderastreidae,0.620
670,Pacific,Psammocora stellata,0,Siderastreidae,0.881
671,Pacific,Psammocora superficialis,0,Siderastreidae,0.945
672,Pacific,Sandalolitha robusta,0,Fungiidae,0.997
673,Pacific,Sandalolitha robusta,0,Fungiidae,0.997
674,Pacific,Scolymia australis,0,Mussidae,0.313
675,Caribbean,Scolymia sp.,0,Mussidae,0.313
676,Caribbean,Scolymia sp.,0,Mussidae,0.313
677,Caribbean,Scolymia sp.,0,Mussidae,0.313
678,Indian,Scolymia sp.,0,Mussidae,0.313
679,Indian,Seriatopora caliendrum,0,Pocilloporidae,0.342
680,Indian,Seriatopora hystrix,0,Pocilloporidae,0.385
681,Pacific,Seriatopora hystrix,0,Pocilloporidae,0.385
682,Pacific,Seriatopora hystrix,0,Pocilloporidae,0.385
683,Indian,Seriatopora hystrix,0,Pocilloporidae,0.385
684,Pacific,Seriatopora sp.,0,Pocilloporidae,0.485
685,Caribbean,Siderastrea radians,0,Siderastreidae,0.769
686,Caribbean,Siderastrea radians,0,Siderastreidae,0.769
687,Caribbean,Siderastrea radians,0,Siderastreidae,0.769
688,Caribbean,Siderastrea radians,0,Siderastreidae,0.769
689,Caribbean,Siderastrea radians,0,Siderastreidae,0.769
690,Caribbean,Siderastrea siderea,0,Siderastreidae,0.810
691,Caribbean,Siderastrea siderea,0,Siderastreidae,0.810
692,Caribbean,Siderastrea siderea,0,Siderastreidae,0.810
693,Caribbean,Siderastrea siderea,0,Siderastreidae,0.810
694,Caribbean,Siderastrea siderea,0,Siderastreidae,0.810
695,Caribbean,Siderastrea sp.,0,Siderastreidae,0.815
696,Caribbean,Siderastrea sp.,0,Siderastreidae,0.815
697,Caribbean,Siderastrea sp.,0,Siderastreidae,0.815
698,Caribbean,Stephanocoenia intersepta,0,Astrocoeniidae,0.812
699,Caribbean,Stephanocoenia intersepta,0,Astrocoeniidae,0.812
700,Caribbean,Stephanocoenia intersepta,0,Astrocoeniidae,0.812
701,Caribbean,Stephanocoenia sp.,0,Astrocoeniidae,0.769
702,Caribbean,Stephanocoenia sp.,0,Astrocoeniidae,0.769
703,Indian,Stylocoeniella amrata,0,Astrocoeniidae,0.285
704,Indian,Stylophora pistillata,0,Pocilloporidae,0.436
705,Pacific,Stylophora pistillata,0,Pocilloporidae,0.436
706,Pacific,Stylophora pistillata,0,Pocilloporidae,0.436
707,Indian,Stylophora pistillata,0,Pocilloporidae,0.436
708,Indian,Stylophora pistillata,0,Pocilloporidae,0.436
709,Pacific,Stylophora sp.,0,Pocilloporidae,0.563
710,Indian,Symphyllia agaricia,0,Mussidae,0.899
711,Pacific,Symphyllia agaricia,0,Mussidae,0.899
712,Pacific,Symphyllia radians,0,Mussidae,0.877
713,Indian,Symphyllia radians,0,Mussidae,0.877
714,Pacific,Symphyllia radians,0,Mussidae,0.877
715,Indian,Symphyllia recta,0,Mussidae,0.884
716,Indian,Symphyllia recta,0,Mussidae,0.884
717,Pacific,Symphyllia recta,0,Mussidae,0.884
718,Pacific,Symphyllia sp.,0,Mussidae,0.949
719,Pacific,Symphyllia sp.,0,Mussidae,0.949
720,Indian,Symphyllia sp.,0,Mussidae,0.949
721,Indian,Symphyllia wilsoni,0,Mussidae,0.955
722,Indian,Turbinaria frondens,0,Dendrophylliidae,0.571
723,Pacific,Turbinaria frondens,0,Dendrophylliidae,0.571
724,Pacific,Turbinaria heronensis,0,Dendrophylliidae,0.716
725,Indian,Turbinaria mesenterina,0,Dendrophylliidae,0.791
726,Pacific,Turbinaria peltata,0,Dendrophylliidae,0.285
727,Indian,Turbinaria reniformis,0,Dendrophylliidae,0.705
728,Pacific,Turbinaria reniformis,0,Dendrophylliidae,0.705
729,Indian,Turbinaria reniformis,0,Dendrophylliidae,0.705
730,Pacific,Turbinaria stellulata,0,Dendrophylliidae,0.750